Name,Slug,Collection ID,Locale ID,Item ID,Created On,Updated On,Published On,Business Profile,Is Featured?,District,Event Categories,Cost of Event,Event Date (Shown on Listing) REQUIRED,Time of the Event,Neighborhood (text),Event Details,RSVP/Event Link,Venue Name,Event Address,Age Range,Event email contact,Event Phone,Event Listing Img,Likes,CMS ID
Indoor Mini Golf Night,indoor-mini-golf-night,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831f0fb0c44cfb9509840,Mon Mar 18 2024 12:22:08 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:51:15 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,tucson,special-event,FREE,Fri Sep 29 2023 00:00:00 GMT+0000 (Coordinated Universal Time),6:00pm - 8:00pm,,,,,2160 N. 6th Ave,All Ages,,,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831f0fb0c44cfb950980b_6511c5a236a8607d8c15d69d_374580360_630548355885108_2130903417889378361_n.jpeg,,65f831f0fb0c44cfb9509840
Holiday Nights at Tohono Chul,holiday-nights-at-tohono-chul-2,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831f08ff0fdd4550944be,Mon Mar 18 2024 12:22:08 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:51:12 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,tucson,holiday-event,$6-$20 Kids Under 2 Free,Fri Dec 15 2023 00:00:00 GMT+0000 (Coordinated Universal Time),5:30-8:30,,,https://tohonochul.org/holiday-nights/?fbclid=IwAR2m0sld4bVvwjw_4UaLIHLgCef9MOUd0uWOFRrorQgurhsTkKhClBYlqD4,Tohono Chul,"7366 Paseo del Norte Tucson, AZ 85704",All Ages,,(520) 742-6455,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831ef1e679c07953a7269_656ff2483302aab28fc22ea8_402986780_925146535613979_218005487121563127_n.jpeg,,65f831f08ff0fdd4550944be
Holiday Nights at Tohono Chul,holiday-nights-at-tohono-chul-3,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831f044b827c6283c81bc,Mon Mar 18 2024 12:22:08 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:51:12 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,tucson,holiday-event,$6-$20 Kids Under 2 Free,Sat Dec 09 2023 00:00:00 GMT+0000 (Coordinated Universal Time),5:30-8:30,,,https://tohonochul.org/holiday-nights/?fbclid=IwAR2m0sld4bVvwjw_4UaLIHLgCef9MOUd0uWOFRrorQgurhsTkKhClBYlqD4,Tohono Chul,"7366 Paseo del Norte Tucson, AZ 85704",All Ages,,(520) 742-6455,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831ef1e679c07953a7269_656ff2483302aab28fc22ea8_402986780_925146535613979_218005487121563127_n.jpeg,,65f831f044b827c6283c81bc
Happy Noon Year,happy-noon-year,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831f028f25e2c5e52b418,Mon Mar 18 2024 12:22:08 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:51:08 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,tucson,special-event; holiday-event,Included with Admission,Sun Dec 31 2023 00:00:00 GMT+0000 (Coordinated Universal Time),11am-1pm,,,https://childrensmuseumtucson.org/event-calendar/,Childrens Museum Tucson,,All Ages,,,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831ef28f25e2c5e52b3ee_6586034bb8c480c8bf6bf871_new-e1670973047931-300x200.png,,65f831f028f25e2c5e52b418
Holiday Nights at Tohono Chul,holiday-nights-at-tohono-chul,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831f01e679c07953a7284,Mon Mar 18 2024 12:22:08 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:51:12 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,tucson,holiday-event,$6-$20 Kids Under 2 Free,Fri Dec 08 2023 00:00:00 GMT+0000 (Coordinated Universal Time),5:30-8:30,,,https://tohonochul.org/holiday-nights/?fbclid=IwAR2m0sld4bVvwjw_4UaLIHLgCef9MOUd0uWOFRrorQgurhsTkKhClBYlqD4,Tohono Chul,"7366 Paseo del Norte Tucson, AZ 85704",All Ages,,(520) 742-6455,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831ef1e679c07953a7269_656ff2483302aab28fc22ea8_402986780_925146535613979_218005487121563127_n.jpeg,,65f831f01e679c07953a7284
¡Hola! A Tucson Block Party,hola-a-tucson-block-party,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831f0da0ebbf12206a0a3,Mon Mar 18 2024 12:22:08 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:51:11 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,tucson,special-event,Donation,Sat Oct 28 2023 00:00:00 GMT+0000 (Coordinated Universal Time),9:00am-1:00pm,,,https://childrensmuseumtucson.org/hola-a-tucson-block-party/?fbclid=IwAR1nQzpar8udDVkyBagW5cnbH-4oFi14n5su9ejO2f6kCUrBTDB_u5dtBsU,Children's Museum Tucson,"200 S. Sixth Ave Tucson, AZ 85701",All Ages,,520-792-9985,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831efda0ebbf12206a03d_652d919140f5fbe2b5c951a3_369271293_684102573763768_7120495247327862083_n.jpeg,,65f831f0da0ebbf12206a0a3
Hilton El Conquistador Annual Gingerbread Unveiling,hilton-el-conquistador-annual-ginerbread-unveiling,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831efa7dc6825efa22a79,Mon Mar 18 2024 12:22:07 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:51:11 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,tucson,holiday-event,FREE,Thu Nov 30 2023 00:00:00 GMT+0000 (Coordinated Universal Time),5pm-8pm,,,,Hilton El Conquistador,10000 N Oracle Rd,All Ages,,,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831efa7dc6825efa22a6e_6565043fbeebfea3a80115b0_404799072_728604795982263_3161950453960293871_n.jpeg,,65f831efa7dc6825efa22a79
Hierloom Kids Program at Rillito Park,hierloom-kids-program-at-rillito-park,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831ef44b827c6283c811a,Mon Mar 18 2024 12:22:07 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:51:11 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,tucson,community-event,FREE,Sun Jan 14 2024 00:00:00 GMT+0000 (Coordinated Universal Time),9am-12pm,,,,Rillito Park Farmers Market,"4521 N Via Entrada, Tucson, AZ 85718",All Ages,,,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831ef44b827c6283c80e5_65a0093e176cd07c61003d45_417148514_773360848166614_3583072901598436209_n.jpeg,,65f831ef44b827c6283c811a
Hello Kitty Cafe Truck,hello-kitty-cafe-truck,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831efd647903ccae485cb,Mon Mar 18 2024 12:22:07 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:51:09 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,tucson,special-event,FREE ($ to puchase items),Sat Nov 04 2023 00:00:00 GMT+0000 (Coordinated Universal Time),10AM- 7PM,,,,La Encantada,2905 E. Skyline Dr,All Ages,,,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831efd647903ccae485b8_65400d291e8983a93ff03cd9_373575195_807243437861615_8063086820589059029_n.jpeg,,65f831efd647903ccae485cb
Hierloom Kids Cooking Class,hierloom-kids-cooking-class,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831ef74eaa39564a79dfe,Mon Mar 18 2024 12:22:07 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:51:11 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,tucson,workshop,FREE,Sun Feb 11 2024 00:00:00 GMT+0000 (Coordinated Universal Time),10am-12pm,,,,Rillito Park Farmers Market,4521 N Via Entrada,All Ages,,,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831ef74eaa39564a79de3_65c4eeb27ffd3f1dd8983aeb_424784661_789211896581509_3865576619876978544_n.jpeg,,65f831ef74eaa39564a79dfe
Heathen Harvest Festival & Market,heathen-harvest-festival-market,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831efc44b3a07dc20fce7,Mon Mar 18 2024 12:22:07 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:51:14 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,tucson,special-event; holiday-event,FREE,Sat Oct 28 2023 00:00:00 GMT+0000 (Coordinated Universal Time),6:00pm - 10:00pm,,,,The Heathenry,"657 W St Marys Rd, Tucson AZ 85701",All Ages,,,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831efc44b3a07dc20fcdf_652d962cebf2d82cddb2c3de_376225806_618563723794468_7780903909721427926_n.jpeg,,65f831efc44b3a07dc20fce7
Haunted Hermitage Trick or Treat Extravaganza,haunted-hermitage-trick-or-treat-extravaganza,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831eecf9e575fa04e4248,Mon Mar 18 2024 12:22:06 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:51:09 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,tucson,holiday-event,,Fri Oct 20 2023 00:00:00 GMT+0000 (Coordinated Universal Time),5:00pm-7:00pm,,,,Hermitage Cat Shelter,"5278 E 21st St, Tucson, AZ 85711",All Ages,,,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831eecf9e575fa04e4215_652d771e3851c94abdb41091_387058181_371172325240613_1188713139823196471_n.jpeg,,65f831eecf9e575fa04e4248
Halloween Plushies n' Stuffies Tea Parties,halloween-plushies-n-stuffies-tea-parties,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831eef59acafd7e9f4699,Mon Mar 18 2024 12:22:06 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:51:30 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,tucson,holiday-event,$45,Sat Oct 21 2023 00:00:00 GMT+0000 (Coordinated Universal Time),11:00am - 12:00pm,,,https://thisnthatcreativestudio.com/product/event-halloween-plushie-stuffing-tea-party/?fbclid=IwAR2iQOiYE-8Ri3Ltp96JuhJK4zaKYD53j1nywntY39-sl4G7DFm-HUcEy3g,This n' That Creatie Studio,"1066 S Pantano Rd, Tucson, AZ 85710",4+ years,,520-849-7770,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831eef59acafd7e9f4675_652d7b3c21184540b626c64a_379855376_1041598163897753_9067612041365312509_n.jpeg,,65f831eef59acafd7e9f4699
Halloween Kids' Night Paint n' Pizza,halloween-kids-night-paint-n-pizza,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831eeda0ebbf122069f7e,Mon Mar 18 2024 12:22:06 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:51:07 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,tucson,holiday-event,$45,Fri Oct 27 2023 00:00:00 GMT+0000 (Coordinated Universal Time),6:00pm - 8:00pm,,,https://thisnthatcreativestudio.com/product/event-kids-halloween-pizza-paint-party-haunted-house/?fbclid=IwAR1Ct-wnrDNz7cKifZi7c6Tov2ziR7h_Ht3cfusdknaj7EJ8hxVKyHjTjsk,This n' That Creative Studio,1066 S Pantano Rd,7 + years,,520-849-7770,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831eeda0ebbf122069f75_6537ea974fe061f13f27255c_391745453_1056917219032514_2224267402973665762_n.jpeg,,65f831eeda0ebbf122069f7e
Flashlight Night,flashlight-night,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831ee6988b708115feb7c,Mon Mar 18 2024 12:22:06 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:53 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,tucson,special-event,$0-$10,Sat Aug 26 2023 00:00:00 GMT+0000 (Coordinated Universal Time),6:00PM,,,https://thewildlifemuseum.org/product/flashlight-night-tickets/?fbclid=IwAR2Svf_Twbx7oWMJ2Tbh18hjwnDRJP3Ek039soOp_dt-GrqwdzUvEf7cEFo,International Wildlife Museum,"4800 W Gates Pass Road, Tucson, AZ 85745",All Ages,,520-629-0100,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831ed6988b708115fead7_64e629186cba24dc3a6b22b8_359219724_983547462970195_694980063187137776_n.jpeg,,65f831ee6988b708115feb7c
Halloween in the Wild,halloween-in-the-wild,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831eeb71f0e1c43d23077,Mon Mar 18 2024 12:22:06 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:51:07 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,tucson,holiday-event,$6-$8,Sat Oct 21 2023 00:00:00 GMT+0000 (Coordinated Universal Time),6:00PM - 8:00PM,,,https://thewildlifemuseum.org/product/halloween-in-the-wild-tickets/?fbclid=IwAR2Q0CyEHtL5nafqSbdYYMNl49mFjXUsVBqqJHAfBfI1agjKrS0uZhVxOqs,Inernational Wildlife Museum,"4800 W Gates Pass Road, Tucson, AZ 85745",All Ages,,520-629-0100,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831edb71f0e1c43d23062_651afb7bc40ff2b9aa77297d_381231578_1031085788216362_4080896208161054164_n.jpeg,,65f831eeb71f0e1c43d23077
HallOVeen Spooktacular,halloveen-spooktacular,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831ee654703039358b00d,Mon Mar 18 2024 12:22:06 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:51:06 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,tucson,holiday-event; community-event,FREE,Sat Oct 28 2023 00:00:00 GMT+0000 (Coordinated Universal Time),5:00pm - 8:00pm,,,https://www.orovalleyaz.gov/Government/Departments/Parks-and-Recreation/Events/HallOVeen-Spooktacular,James D. Kriegh Park,"23 W Calle Concordia, 85704",All Ages,dhiatt@orovalleyaz.gov,,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831ed654703039358afdb_6539b374bf1c01e08d337667_nicks-version-1.png,,65f831ee654703039358b00d
Halloween Bash,halloween-bash,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831eec56b2d71732fd9f8,Mon Mar 18 2024 12:22:06 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:51:05 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,tucson,holiday-event,FREE,Sat Oct 28 2023 00:00:00 GMT+0000 (Coordinated Universal Time),1:00pm - 3:00pm,,,,Woods Memorial Library,3455 N First Ave,All Ages,,520-594-5445,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831edc56b2d71732fd9de_6537f5d56ae55969d950a864_387791165_729703465852702_1045160475675259003_n.jpeg,,65f831eec56b2d71732fd9f8
Gadsden Pacific Model Train Show,gadesen-pacific-model-train-show,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831ed556036c3dc1b2fce,Mon Mar 18 2024 12:22:05 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:51:03 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,tucson,special-event,FREE,Sun Nov 12 2023 00:00:00 GMT+0000 (Coordinated Universal Time),9:00AM-2:00PM,,,,Gadsden Pacific Division Toy Train Operating Museum,3975 N Miller Ave,All Ages,,520-888-2222,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831ed556036c3dc1b2fb6_654bac64676ef1c72e4c1907_386340404_816479427144399_7175896678557333498_n.jpeg,,65f831ed556036c3dc1b2fce
Free Pictures with Santa,free-pictures-with-santa,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831ed251f12e0efd498ef,Mon Mar 18 2024 12:22:05 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:57 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,tucson,holiday-event,Free,Sun Dec 17 2023 00:00:00 GMT+0000 (Coordinated Universal Time),10AM-1PM,,,,General Dentistry,1743 W Prince Rd Suite 115,All Ages,,,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831ed251f12e0efd498d7_656e63d4099bb5f37e5dbef6_07cf9bb6-b049-478f-a075-119e1be7c7f2.jpeg,,65f831ed251f12e0efd498ef
Fort Lowell Day,fort-lowell-day,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831ed654703039358aece,Mon Mar 18 2024 12:22:05 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:50 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,tucson,special-event,FREE,Sat Feb 24 2024 00:00:00 GMT+0000 (Coordinated Universal Time),11am-3:30pm,,,https://tucsonpresidio.com/calendar/fort-lowell-day/?fbclid=IwAR3OnJkV_EWTv6QJWQ4GKMDVdee1okCN0l1IROEbL_ArqJfVOwEJ8FoCcyE,For Lowell Museum,2900 N Craycroft Rd,All Ages,,,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831ed654703039358aec6_65d50ed36b957542b27c249e_IMG_7821-scaled-e1701274282343.jpeg,,65f831ed654703039358aece
First Annual Craft Fair,first-annual-craft-fair,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831ed44b827c6283c7fbb,Mon Mar 18 2024 12:22:05 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:49 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,tucson,community-event,,Sat Sep 30 2023 00:00:00 GMT+0000 (Coordinated Universal Time),10:00AM - 5:00PM,,,,Hermitage Cat Shelter,5278 E 21st St,All Ages,,520-571-7839,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831ed44b827c6283c7f96_6515b9dcc67f53e568f6ce89_Screenshot%25202023-09-28%2520at%252010-37-18%2520(1)%2520Facebook.png,,65f831ed44b827c6283c7fbb
First Annual Grandparents Day Event 2023!,first-annual-grandparents-day-event-2023,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831ed4a91bc68afa2abc5,Mon Mar 18 2024 12:22:05 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:49 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),trail-dust-town,false,tucson,special-event,FREE,Mon Sep 11 2023 00:00:00 GMT+0000 (Coordinated Universal Time),9:30AM-11:30AM,,,https://www.eventbrite.com/e/first-annual-grandparents-day-2023-tickets-690588417547?aff=oddtdtcreator&fbclid=IwAR1N6eCXjTwmUdztp3WwnERVpgLzrouGBMZ4w598fec10oBuY8UQv-Kl2UQ,Trail Dust Town,6541 E. Tanque Verde Rd,All Ages,,520-296-4551,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831ed4a91bc68afa2abac_64f804df034873377c8a5f4c_https%2520__cdn.evbuc.com_images_585083959_1585991465893_1_original.jpeg,,65f831ed4a91bc68afa2abc5
Festive Fridays at Trail Dust Town,festive-fridays-at-trail-dust-town-5,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831eccf9e575fa04e40e1,Mon Mar 18 2024 12:22:04 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:48 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,tucson,holiday-event,FREE $8 Ride Wristbands,Fri Dec 22 2023 00:00:00 GMT+0000 (Coordinated Universal Time),4PM-8PM,,,,Trail Dust Town,6541 E. Tanque Verde Rd,All Ages,,,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831ec71cd474950380ddc_655265872bbcf6c5b8cf0b80_400465067_735501828620809_8427499467608784764_n.jpeg,,65f831eccf9e575fa04e40e1
Festive Fridays at Trail Dust Town,festive-fridays-at-trail-dust-town-6,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831ec687522161437801b,Mon Mar 18 2024 12:22:04 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:49 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,tucson,holiday-event,FREE $8 Ride Wristbands,Fri Dec 29 2023 00:00:00 GMT+0000 (Coordinated Universal Time),4PM-8PM,,,,Trail Dust Town,6541 E. Tanque Verde Rd,All Ages,,,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831ec71cd474950380ddc_655265872bbcf6c5b8cf0b80_400465067_735501828620809_8427499467608784764_n.jpeg,,65f831ec687522161437801b
Festive Fridays at Trail Dust Town,festive-fridays-at-trail-dust-town-4,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831eca206a75fd264a7a1,Mon Mar 18 2024 12:22:04 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:48 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,tucson,holiday-event,FREE $8 Ride Wristbands,Fri Dec 15 2023 00:00:00 GMT+0000 (Coordinated Universal Time),4PM-8PM,,,,Trail Dust Town,6541 E. Tanque Verde Rd,All Ages,,,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831ec71cd474950380ddc_655265872bbcf6c5b8cf0b80_400465067_735501828620809_8427499467608784764_n.jpeg,,65f831eca206a75fd264a7a1
Festive Fridays at Trail Dust Town,festive-fridays-at-trail-dust-town-3,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831ecf8742efcb814c49c,Mon Mar 18 2024 12:22:04 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:48 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,tucson,holiday-event,FREE $8 Ride Wristbands,Fri Dec 08 2023 00:00:00 GMT+0000 (Coordinated Universal Time),4PM-8PM,,,,Trail Dust Town,6541 E. Tanque Verde Rd,All Ages,,,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831ec71cd474950380ddc_655265872bbcf6c5b8cf0b80_400465067_735501828620809_8427499467608784764_n.jpeg,,65f831ecf8742efcb814c49c
Festive Fridays at Trail Dust Town,festive-fridays-at-trail-dust-town-2,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831ec6a8fa6f3c0cb199b,Mon Mar 18 2024 12:22:04 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:48 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,tucson,holiday-event,FREE $8 Ride Wristbands,Fri Dec 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time),4PM-8PM,,,,Trail Dust Town,6541 E. Tanque Verde Rd,All Ages,,,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831ec71cd474950380ddc_655265872bbcf6c5b8cf0b80_400465067_735501828620809_8427499467608784764_n.jpeg,,65f831ec6a8fa6f3c0cb199b
February Paint Story Time,february-paint-story-time,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831ecc27e243a454ebc99,Mon Mar 18 2024 12:22:04 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:48 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,tucson,workshop; story-time,$10,Fri Feb 09 2024 00:00:00 GMT+0000 (Coordinated Universal Time),10am,,,https://thisnthatcreativestudio.com/product/dinosaurs-valentines-paint-story-time/?fbclid=IwAR2Tn0CrabvwTXncgnEl8UfK86KIVMQ24PEIV3Z6jUqa24Jnbb5bQYEZh4w,This n' That Creative Studio,1066 S. Pantano Rd,,thisnthatcreativestudio@gmail.com,520-849-7770,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831ebc27e243a454ebc1c_65c4f11727c466dd740ba9da_424589380_1129442631779972_6793893444107971504_n.jpeg,,65f831ecc27e243a454ebc99
Festive Fridays at Trail Dust Town,festive-fridays-at-trail-dust-town,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831ec71cd474950380df5,Mon Mar 18 2024 12:22:04 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:48 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,tucson,holiday-event,FREE $8 Ride Wristbands,Fri Nov 24 2023 00:00:00 GMT+0000 (Coordinated Universal Time),4PM-8PM,,,,Trail Dust Town,6541 E. Tanque Verde Rd,All Ages,,,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831ec71cd474950380ddc_655265872bbcf6c5b8cf0b80_400465067_735501828620809_8427499467608784764_n.jpeg,,65f831ec71cd474950380df5
February Kid's Night Out,february-kids-night-out-2,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f831ebe5a650ecf07fbd85,Mon Mar 18 2024 12:22:03 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:47 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,tucson,parents-night-out; special-event,$40/child,Sat Feb 24 2024 00:00:00 GMT+0000 (Coordinated Universal Time),5pm-9pm,,,https://www.heartandsoulkids.com/camps-events/ov-2024-kno-jan-t2pmh,Heart & Soul Kids - Southeast,8280 S Houghton Rd,4-13 years,heartandsoul@heartandsoulkids.com,520-818-7974,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f831ebe5a650ecf07fbd63_65d5142b706965d2d1b0e087_e9080bc0-a52f-4fcb-a105-a13a53702371.png,,65f831ebe5a650ecf07fbd85
